Party Code,Outlet Code,Trans Type,Transaction Type,Trans Category,Trans Date,Doc No,Pcs,Stock Code,Customer Name,Outlet Nickname,Design No,Product Category,Dsd Size,Solitaire Shape,Solitaire Color,Solitaire Quality,Sol Wt,Rate,Premium Per,Prem Amt,Solitaire Mrp,Solitaire Net Amount,Pj Customer Scheme Disc Amt,Customer Sch Disc Amt,Pj Disc,Policy Disc Amt,Extra Pj Disc,Extra Pj Disc Amt,Taxable Amount,Tax Amount,Total Cust Disc Amt,Total Amount,Rco,Sco,Trans Remark,Memo Type,Order No,Order Party Name,Salesperson,City,Zone
PJ046,PJ046,INV,SALES INVOICE,SOR,45749,AA11,1,16A0L15 ,A. GEERI PAI GOLD & DIAMONDS,A. GEERI PAI GOLD & DIAMONDS,SOL-RND-0.10-0.13-GH-VVS,SOLITAIRE,0.10-0.13,RND,GH,VVS,0.12,181000,0,0,21720,21720,0,0,4778.4,0,0,0,16941.6,0,0,16941.6,0,0,,,-,,RAKESH RAJA,Kochi,
PJ010,PJ010,INV,MEMO INVOICE,PYDS DSD,45808,DS0370/25-26,1,73YK9G9,MADANLAL CHHAGANLAL JEWELLERS,MADANLAL CHHAGANLAL JEWELLERS,SOL-RND-0.14-0.17-EF-SI,SOLITAIRE,0.14-0.17,RND,EF,SI,0.16,153000,0,0,24480,24480,0,0,4316.8,1760,0,0,18403.2,276.048,1760,18679.248,0,0,,Other,-,,Tanmay Mehta,Indore,Central
PJ010,PJ010,INV,MEMO INVOICE,PYDS DSD,45808,DS0370/25-26,1,22DJ3A9,MADANLAL CHHAGANLAL JEWELLERS,MADANLAL CHHAGANLAL JEWELLERS,SOL-RND-0.14-0.17-EF-SI,SOLITAIRE,0.14-0.17,RND,EF,SI,0.16,153000,0,0,24480,24480,0,0,4347.2,1600,0,0,18532.8,277.992,1600,18810.792,0,0,,Other,-,,Tanmay Mehta,Indore,Central
PJ010,PJ010,INV,MEMO INVOICE,PYDS DSD,45808,DS0370/25-26,1,15Z9G25,MADANLAL CHHAGANLAL JEWELLERS,MADANLAL CHHAGANLAL JEWELLERS,SOL-RND-0.14-0.17-EF-SI,SOLITAIRE,0.14-0.17,RND,EF,SI,0.16,153000,0,0,24480,24480,0,0,4347.2,1600,0,0,18532.8,277.992,1600,18810.792,0,0,,Other,-,,Tanmay Mehta,Indore,Central
PJ061,PJ061,INV,MEMO INVOICE,PYDS DSD,45761,DS0048/25-26,1,74TD4H7,S S JEWELLERS,S S JEWELLERS,SOL-RND-0.60-0.69-H-VVS2,SOLITAIRE,0.60-0.69,RND,H,VVS2,0.62,246000,0,0,152520,152520,0,0,27453.6,0,0,0,125066.4,1875.996,0,126942.396,0,0,,Other,-,,NILESH JAIN,Gurgaon,North
PJ061,PJ061,INV,MEMO INVOICE,PYDS DSD,45761,DS0048/25-26,1,34YR4C9,S S JEWELLERS,S S JEWELLERS,SOL-RND-0.60-0.69-H-VVS2,SOLITAIRE,0.60-0.69,RND,H,VVS2,0.61,246000,0,0,150060,150060,0,0,27010.8,0,0,0,123049.2,1845.738,0,124894.938,0,0,,Other,-,,NILESH JAIN,Gurgaon,North
PJ050,PJ050,INV,MEMO INVOICE,PYDS DSD,45783,DS0173/25-26,1,16O7T38,BANSAL JEWELLERS (RUDRAPUR),BANSAL JEWELLERS (RUDRAPUR),SOL-RND-0.14-0.17-IJ-VS,SOLITAIRE,0.14-0.17,RND,IJ,VS,0.14,150000,0,0,21000,21000,0,0,4250.4,1680,0,0,15069.6,226.044,1680,15295.644,0,0,,Other,-,,NILESH JAIN,Rudrapur,North-East
PJ050,PJ050,INV,MEMO INVOICE,PYDS DSD,45826,DS0472/25-26,1,18D1G98,BANSAL JEWELLERS (RUDRAPUR),BANSAL JEWELLERS (RUDRAPUR),SOL-RND-0.18-0.22-E-SI1,SOLITAIRE,0.18-0.22,RND,E,SI1,0.21,179000,0,0,37590,37590,0,0,7182,1680,0,0,28728,430.92,1680,29158.92,0,0,,Other,-,,RONAK SHAH,Rudrapur,North-East
PJ094,PJ094,INV,MEMO INVOICE,PYDS DSD,45772,DS0096/25-26,1,17I8Q98,GOVIND NARAYAN JOG AND SONS-KOLHAPUR,GOVIND NARAYAN JOG AND SONS-KOLHAPUR,SOL-RND-0.10-0.13-EF-VVS,SOLITAIRE,0.10-0.13,RND,EF,VVS,0.12,198000,0,0,23760,23760,0,0,3024,2160,0,0,18576,278.64,2160,18854.64,0,0,,Other,-,,DIBYAJYOTI HAJRA,Kolhapur,WEST
OT031,PJ001,INV,MEMO INVOICE,PYDS DSD,45800,DS0289/25-26,1,17L9M52,RANKA JEWELLERS AND BROTHERS PVT LTD (BUND GARDEN),RANKA JEWELLERS AND BROTHERS PVT LTD (RP),SOL-RND-0.90-0.99-G-VVS2,SOLITAIRE,0.90-0.99,RND,G,VVS2,0.93,545000,0,0,506850,506850,0,0,76027.5,0,0,0,430822.5,6462.3375,0,437284.8375,0,0,,Other,-,,DIBYAJYOTI HAJRA,PUNE,WEST
PJ005,PJ005,INV,MEMO INVOICE,PYDS DSD,45804,DS0299/25-26,1,13H2C35,SHREE BALKRISHNA JEWELLERS,SHREE BALKRISHNA JEWELLERS,SOL-RND-0.18-0.22-G-VVS1,SOLITAIRE,0.18-0.22,RND,G,VVS1,0.18,208000,0,0,37440,37440,0,0,7488,0,0,0,29952,449.28,0,30401.28,0,0,,Other,-,,VIPESH SHAH,Jamnagar,WEST
PJ005,PJ005,INV,MEMO INVOICE,PYDS DSD,45811,DS0391/25-26,1,14T2U34,SHREE BALKRISHNA JEWELLERS,SHREE BALKRISHNA JEWELLERS,SOL-RND-0.10-0.13-EF-VVS,SOLITAIRE,0.10-0.13,RND,EF,VVS,0.1,198000,0,0,19800,19800,0,0,4048,1400,0,0,14352,215.28,1400,14567.28,0,0,,Consignment Stock Approved,-,,NIPUN SHAH,Jamnagar,WEST
PJ005,PJ005,INV,MEMO INVOICE,PYDS DSD,45811,DS0391/25-26,1,16K1N69,SHREE BALKRISHNA JEWELLERS,SHREE BALKRISHNA JEWELLERS,SOL-RND-0.10-0.13-EF-VVS,SOLITAIRE,0.10-0.13,RND,EF,VVS,0.1,198000,0,0,19800,19800,0,0,4048,1400,0,0,14352,215.28,1400,14567.28,0,0,,Consignment Stock Approved,-,,NIPUN SHAH,Jamnagar,WEST
PJ122,PJ122,INV,MEMO INVOICE,PYDS DSD,45772,DS0097/25-26,1,14R7Z00,KULDIP SONS JEWELLERS (P) LTD.(TN),KULDIP SONS JEWELLERS (P) LTD.(TN),SOL-RND-0.23-0.29-E-VVS2,SOLITAIRE,0.23-0.29,RND,E,VVS2,0.25,221000,0,0,55250,55250,0,0,11050,0,0,0,44200,663,0,44863,0,0,,Other,-,,VISHAL JAIN,Jamshedpur,EAST
PJ054,PJ054,INV,MEMO INVOICE,EXHIBITION DSD,45807,DS0327/25-26,1,11J0X40,PANDIT JEWELLERS PVT LTD,PANDIT JEWELLERS PVT LTD,SOL-RND-0.60-0.69-H-VVS2,SOLITAIRE,0.60-0.69,RND,H,VVS2,0.61,248000,0,0,151280,151280,0,0,27230.4,0,0,0,124049.6,1860.744,0,125910.344,0,0,,Consignment Stock Approved,-,,NILESH JAIN,Bulandshahr,EAST
PJ002,PJ002,INV,MEMO INVOICE,OUTRIGHT DSD,45764,DS0065/25-26,1,2B122-09983,RANKA JEWELLERS PC PRIVATE LIMITED,RANKA JEWELLERS PC PRIVATE LIMITED,SOL-RND-0.39-0.44-J-VS2,SOLITAIRE,0.39-0.44,RND,J,VS2,0.4,151000,0,0,60400,60400,0,0,10268,0,0,0,49630.68,744.4602,0,50375.1402,501.32,0,,Customer Order,-,,DIBYAJYOTI HAJRA,PUNE,WEST
PJ016,PJ016,INV,MEMO INVOICE,OUTRIGHT DSD,45806,DS0308/25-26,1,12F2J01,D P ABHUSHAN LTD,D P ABHUSHAN LTD,SOL-RND-0.70-0.79-I-SI2,SOLITAIRE,0.70-0.79,RND,I,SI2,0.73,189000,0,0,137970,137970,0,0,24834.6,0,0,0,113135.4,1697.031,0,114832.431,0,0,,Consignment Stock Approved,-,,NIPUN SHAH,Ratlam,Central
PJ018,PJ018,INV,MEMO INVOICE,OUTRIGHT DSD,45772,DS0094/25-26,1,11Q2N01,MAHABIR DANWAR JEWELLERS PVT LTD,MAHABIR DANWAR JEWELLERS PVT LTD,SOL-RND-1.00-1.23-I-IF,SOLITAIRE,1.00-1.23,RND,I,IF,1.04,480000,0,0,499200,499200,0,0,74880,0,0,0,420076.8,6301.152,0,426377.952,4243.2,0,,Other,-,,BIJOY KUNDER,Balichak,EAST
PJ071,PJ071,INV,MEMO INVOICE,OUTRIGHT DSD,45755,DS0010/25-26,1,99DD9N3,SONA CHANDIS,SONA CHANDIS,SOL-RND-0.39-0.44-J-VS1,SOLITAIRE,0.39-0.44,RND,J,VS1,0.43,153000,0,0,65790,65790,0,0,13072,430,0,0,51765.12,776.4768,430,52541.5968,522.88,0,,Customer Order,-,,VISHAL JAIN,Kanpur,EAST
PJ071,PJ071,INV,MEMO INVOICE,OUTRIGHT DSD,45827,DS0478/25-26,1,13L1R55,SONA CHANDIS,SONA CHANDIS,SOL-RND-0.18-0.22-H-IF,SOLITAIRE,0.18-0.22,RND,H,IF,0.18,215000,0,0,38700,38700,0,0,7740,0,0,0,30650.4,459.756,0,31110.156,309.6,0,,Other,-,,NILESH JAIN,Kanpur,EAST
OT014,PJ016,INV,MEMO INVOICE,OUTRIGHT DSD,45777,DS0120/25-26,1,44DK6V9,D P ABHUSHAN LTD,D P ABHUSHAN LTD,SOL-RND-0.50-0.59-J-VS2,SOLITAIRE,0.50-0.59,RND,J,VS2,0.51,164000,0,0,83640,83640,0,0,15055.2,0,0,0,67898.952,1018.48428,0,68917.43628,685.848,0,,Customer Order,-,,NIPUN SHAH,Indore,Central
PJ012,PJ012,INV,MEMO INVOICE,OUTRIGHT DSD,45771,DS0093/25-26,1,93EJ6A9,LALCHAND HASTIMAL JEWELLERS,LALCHAND HASTIMAL JEWELLERS,SOL-RND-0.50-0.59-F-VVS1,SOLITAIRE,0.50-0.59,RND,F,VVS1,0.54,363000,0,0,196020,196020,0,0,35283.6,0,0,0,160736.4,2411.046,0,163147.446,0,0,,Other,-,,SUNIL JOSEPH,Secunderabad,South
PJ012,PJ012,INV,MEMO INVOICE,OUTRIGHT DSD,45771,DS0093/25-26,1,99RT4W3,LALCHAND HASTIMAL JEWELLERS,LALCHAND HASTIMAL JEWELLERS,SOL-RND-0.50-0.59-F-VVS1,SOLITAIRE,0.50-0.59,RND,F,VVS1,0.54,363000,0,0,196020,196020,0,0,35283.6,0,0,0,160736.4,2411.046,0,163147.446,0,0,,Other,-,,SUNIL JOSEPH,Secunderabad,South
PJ012,PJ012,INV,MEMO INVOICE,OUTRIGHT DSD,45772,DS0095/25-26,1,49RK9C9,LALCHAND HASTIMAL JEWELLERS,LALCHAND HASTIMAL JEWELLERS,SOL-RND-0.50-0.59-F-VVS1,SOLITAIRE,0.50-0.59,RND,F,VVS1,0.53,363000,0,0,192390,192390,0,0,34630.2,0,0,0,157759.8,2366.397,0,160126.197,0,0,,Other,-,,SUNIL JOSEPH,Secunderabad,South
PJ012,PJ012,INV,MEMO INVOICE,OUTRIGHT DSD,45772,DS0095/25-26,1,74YJ6G9,LALCHAND HASTIMAL JEWELLERS,LALCHAND HASTIMAL JEWELLERS,SOL-RND-0.50-0.59-F-VVS1,SOLITAIRE,0.50-0.59,RND,F,VVS1,0.53,363000,0,0,192390,192390,0,0,34630.2,0,0,0,157759.8,2366.397,0,160126.197,0,0,,Other,-,,SUNIL JOSEPH,Secunderabad,South
PJ012,PJ012,INV,MEMO INVOICE,OUTRIGHT DSD,45784,DS0189/25-26,1,99YX9N9,LALCHAND HASTIMAL JEWELLERS,LALCHAND HASTIMAL JEWELLERS,SOL-RND-0.50-0.59-F-VVS1,SOLITAIRE,0.50-0.59,RND,F,VVS1,0.52,370000,0,0,192400,192400,0,3640,33976.8,0,0,0,154783.2,2321.748,3640,157104.948,0,0,,Consignment Stock Approved,-,,SUNIL JOSEPH,Secunderabad,South
PJ012,PJ012,INV,MEMO INVOICE,OUTRIGHT DSD,45784,DS0189/25-26,1,39RF3U9,LALCHAND HASTIMAL JEWELLERS,LALCHAND HASTIMAL JEWELLERS,SOL-RND-0.50-0.59-F-VVS1,SOLITAIRE,0.50-0.59,RND,F,VVS1,0.52,370000,0,0,192400,192400,0,3640,33976.8,0,0,0,154783.2,2321.748,3640,157104.948,0,0,,Consignment Stock Approved,-,,SUNIL JOSEPH,Secunderabad,South
PJ019,PJ019,INV,MEMO INVOICE,OUTRIGHT DSD,45766,DS0070/25-26,1,49JE7P4,KULDIP SONS JEWELLERS PVT LTD,KULDIP SONS JEWELLERS PVT LTD,SOL-RND-0.60-0.69-I-VS2,SOLITAIRE,0.60-0.69,RND,I,VS2,0.62,207000,0,0,128340,128340,0,0,23101.2,0,0,0,104186.412,1562.79618,0,105749.2082,1052.388,0,,Customer Order,-,,VISHAL JAIN,Ranchi,EAST
PJ019,PJ019,INV,MEMO INVOICE,OUTRIGHT DSD,45766,DS0071/25-26,1,42TX6N9,KULDIP SONS JEWELLERS PVT LTD,KULDIP SONS JEWELLERS PVT LTD,SOL-RND-0.60-0.69-I-VS1,SOLITAIRE,0.60-0.69,RND,I,VS1,0.62,210000,0,0,130200,130200,0,0,23436,0,0,0,105696.36,1585.4454,0,107281.8054,1067.64,0,,Customer Order,-,,VISHAL JAIN,Ranchi,EAST
PJ019,PJ019,INV,MEMO INVOICE,OUTRIGHT DSD,45792,DS0243/25-26,1,99YF7P4,KULDIP SONS JEWELLERS PVT LTD,KULDIP SONS JEWELLERS PVT LTD,SOL-RND-0.90-0.99-H-VS1,SOLITAIRE,0.90-0.99,RND,H,VS1,0.9,408000,0,0,367200,367200,0,0,66096,0,0,0,298092.96,4471.3944,0,302564.3544,3011.04,0,,Customer Order,-,,VISHAL JAIN,Ranchi,EAST
PJ019,PJ019,INV,MEMO INVOICE,OUTRIGHT DSD,45800,DS0291/25-26,1,12W3R90,KULDIP SONS JEWELLERS PVT LTD,KULDIP SONS JEWELLERS PVT LTD,SOL-RND-1.50-1.69-J-VS1,SOLITAIRE,1.50-1.69,RND,J,VS1,1.5,471000,0,0,706500,706500,0,0,84780,0,0,0,615502.8,9232.542,0,624735.342,6217.2,0,,Customer Order,-,,VISHAL JAIN,Ranchi,EAST
PJ011,PJ011,INV,MEMO INVOICE,OUTRIGHT DSD,45775,DS0103/25-26,1,15T5I25,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,SOL-RND-1.00-1.23-H-VS1,SOLITAIRE,1.00-1.23,RND,H,VS1,1.01,460000,0,0,464600,464600,0,0,69690,0,0,0,394910,5923.65,0,400833.65,0,0,,Consignment Stock Approved,-,,VISHAL JAIN,Kanpur,EAST
PJ011,PJ011,INV,MEMO INVOICE,OUTRIGHT DSD,45810,DS0388/25-26,1,15D7Y53,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,SOL-RND-0.18-0.22-G-VS2,SOLITAIRE,0.18-0.22,RND,G,VS2,0.21,191000,0,0,40110,40110,0,0,8022,0,0,0,32088,481.32,0,32569.32,0,0,,Other,-,,NILESH JAIN,Kanpur,EAST
PJ011,PJ011,INV,MEMO INVOICE,OUTRIGHT DSD,45810,DS0388/25-26,1,4D417-14128,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,SOL-RND-0.18-0.22-J-VS2,SOLITAIRE,0.18-0.22,RND,J,VS2,0.22,169000,0,0,37180,37180,0,0,7436,0,0,0,29744,446.16,0,30190.16,0,0,,Other,-,,NILESH JAIN,Kanpur,EAST
PJ011,PJ011,INV,MEMO INVOICE,OUTRIGHT DSD,45810,DS0388/25-26,1,11B5C41,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,SOL-PRN-0.30-0.38-H-VS2,SOLITAIRE,0.30-0.38,PRN,H,VS2,0.31,226000,0,0,70060,70060,0,0,16113.8,0,0,0,53946.2,809.193,0,54755.393,0,0,,Other,-,,NILESH JAIN,Kanpur,EAST
PJ011,PJ011,INV,MEMO INVOICE,OUTRIGHT DSD,45810,DS0388/25-26,1,38L3Q64,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,SOL-RND-1.00-1.23-H-VS1,SOLITAIRE,1.00-1.23,RND,H,VS1,1.2,460000,0,0,552000,552000,0,0,82800,0,0,0,469200,7038,0,476238,0,0,,Other,-,,NILESH JAIN,Kanpur,EAST
PJ011,PJ011,INV,MEMO INVOICE,OUTRIGHT DSD,45810,DS0388/25-26,1,13Y8Y89,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,SOL-RND-0.18-0.22-G-VS1,SOLITAIRE,0.18-0.22,RND,G,VS1,0.18,196000,0,0,35280,35280,0,0,7056,0,0,0,28224,423.36,0,28647.36,0,0,,Other,-,,NILESH JAIN,Kanpur,EAST
PJ011,PJ011,INV,MEMO INVOICE,OUTRIGHT DSD,45810,DS0388/25-26,1,4E555-14261,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,SOL-RND-0.23-0.29-H-SI1,SOLITAIRE,0.23-0.29,RND,H,SI1,0.23,179000,0,0,41170,41170,0,0,8234,0,0,0,32936,494.04,0,33430.04,0,0,,Other,-,,NILESH JAIN,Kanpur,EAST
OT031,PJ001,INV,MEMO INVOICE,OUTRIGHT DSD,45808,DS0349/25-26,1,37DJ9P2,RANKA JEWELLERS AND BROTHERS PVT LTD (BUND GARDEN),RANKA JEWELLERS AND BROTHERS PVT LTD (RP),SOL-RND-0.30-0.38-H-VS2,SOLITAIRE,0.30-0.38,RND,H,VS2,0.35,176000,0,0,61600,61600,0,0,10472,0,0,0,51128,766.92,0,51894.92,0,0,,Other,-,,DIBYAJYOTI HAJRA,PUNE,WEST
OT031,PJ001,INV,MEMO INVOICE,OUTRIGHT DSD,45808,DS0349/25-26,1,67XD9G4,RANKA JEWELLERS AND BROTHERS PVT LTD (BUND GARDEN),RANKA JEWELLERS AND BROTHERS PVT LTD (RP),SOL-RND-0.30-0.38-G-VVS2,SOLITAIRE,0.30-0.38,RND,G,VVS2,0.31,221000,0,0,68510,68510,0,0,11646.7,0,0,0,56863.3,852.9495,0,57716.2495,0,0,,Other,-,,DIBYAJYOTI HAJRA,PUNE,WEST
OT031,PJ001,INV,MEMO INVOICE,OUTRIGHT DSD,45808,DS0349/25-26,1,96EJ4A9,RANKA JEWELLERS AND BROTHERS PVT LTD (BUND GARDEN),RANKA JEWELLERS AND BROTHERS PVT LTD (RP),SOL-RND-0.30-0.38-G-VVS2,SOLITAIRE,0.30-0.38,RND,G,VVS2,0.33,221000,0,0,72930,72930,0,0,12398.1,0,0,0,60531.9,907.9785,0,61439.8785,0,0,,Other,-,,DIBYAJYOTI HAJRA,PUNE,WEST
OT031,PJ001,INV,MEMO INVOICE,OUTRIGHT DSD,45808,DS0349/25-26,1,39XR6P9,RANKA JEWELLERS AND BROTHERS PVT LTD (BUND GARDEN),RANKA JEWELLERS AND BROTHERS PVT LTD (RP),SOL-RND-0.30-0.38-G-VVS1,SOLITAIRE,0.30-0.38,RND,G,VVS1,0.34,225000,0,0,76500,76500,0,0,13005,0,0,0,63495,952.425,0,64447.425,0,0,,Other,-,,DIBYAJYOTI HAJRA,PUNE,WEST
OT031,PJ001,INV,MEMO INVOICE,OUTRIGHT DSD,45808,DS0349/25-26,1,93FE7V2,RANKA JEWELLERS AND BROTHERS PVT LTD (BUND GARDEN),RANKA JEWELLERS AND BROTHERS PVT LTD (RP),SOL-RND-0.30-0.38-G-VVS1,SOLITAIRE,0.30-0.38,RND,G,VVS1,0.34,225000,0,0,76500,76500,0,0,13005,0,0,0,63495,952.425,0,64447.425,0,0,,Other,-,,DIBYAJYOTI HAJRA,PUNE,WEST
OT031,PJ001,INV,MEMO INVOICE,OUTRIGHT DSD,45808,DS0349/25-26,1,92DX2A9,RANKA JEWELLERS AND BROTHERS PVT LTD (BUND GARDEN),RANKA JEWELLERS AND BROTHERS PVT LTD (RP),SOL-RND-0.30-0.38-G-VS1,SOLITAIRE,0.30-0.38,RND,G,VS1,0.37,218000,0,0,80660,80660,0,0,13712.2,0,0,0,66947.8,1004.217,0,67952.017,0,0,,Other,-,,DIBYAJYOTI HAJRA,PUNE,WEST
OT031,PJ001,INV,MEMO INVOICE,OUTRIGHT DSD,45808,DS0349/25-26,1,97YK9A9,RANKA JEWELLERS AND BROTHERS PVT LTD (BUND GARDEN),RANKA JEWELLERS AND BROTHERS PVT LTD (RP),SOL-RND-0.30-0.38-E-VS1,SOLITAIRE,0.30-0.38,RND,E,VS1,0.37,226000,0,0,83620,83620,0,0,14215.4,0,0,0,69404.6,1041.069,0,70445.669,0,0,,Other,-,,DIBYAJYOTI HAJRA,PUNE,WEST
OT031,PJ001,INV,MEMO INVOICE,OUTRIGHT DSD,45808,DS0349/25-26,1,14W1I91,RANKA JEWELLERS AND BROTHERS PVT LTD (BUND GARDEN),RANKA JEWELLERS AND BROTHERS PVT LTD (RP),SOL-RND-0.30-0.38-G-VVS1,SOLITAIRE,0.30-0.38,RND,G,VVS1,0.32,225000,0,0,72000,72000,0,0,12240,0,0,0,59760,896.4,0,60656.4,0,0,,Other,-,,DIBYAJYOTI HAJRA,PUNE,WEST
OT031,PJ001,INV,MEMO INVOICE,OUTRIGHT DSD,45808,DS0349/25-26,1,99KD2C6,RANKA JEWELLERS AND BROTHERS PVT LTD (BUND GARDEN),RANKA JEWELLERS AND BROTHERS PVT LTD (RP),SOL-RND-0.30-0.38-G-VVS2,SOLITAIRE,0.30-0.38,RND,G,VVS2,0.38,221000,0,0,83980,83980,0,0,14276.6,0,0,0,69703.4,1045.551,0,70748.951,0,0,,Other,-,,DIBYAJYOTI HAJRA,PUNE,WEST
OT031,PJ001,INV,MEMO INVOICE,OUTRIGHT DSD,45808,DS0349/25-26,1,37XY9A9,RANKA JEWELLERS AND BROTHERS PVT LTD (BUND GARDEN),RANKA JEWELLERS AND BROTHERS PVT LTD (RP),SOL-RND-0.30-0.38-F-VS1,SOLITAIRE,0.30-0.38,RND,F,VS1,0.38,222000,0,0,84360,84360,0,0,14341.2,0,0,0,70018.8,1050.282,0,71069.082,0,0,,Other,-,,DIBYAJYOTI HAJRA,PUNE,WEST
