Party Code,Outlet Code,Trans Type,Transaction Type,Trans Category,Trans Date,Doc No,Pcs,Stock Code,Customer Name,Outlet Nickname,Design No,Product Category,Dsd Size,Solitaire Shape,Solitaire Color,Solitaire Quality,Sol Wt,Rate,Premium Per,Prem Amt,Solitaire Mrp,Solitaire Net Amount,Pj Customer Scheme Disc Amt,Customer Sch Disc Amt,Pj Disc,Policy Disc Amt,Extra Pj Disc,Extra Pj Disc Amt,Taxable Amount,Tax Amount,Total Cust Disc Amt,Total Amount,Rco,Sco,Trans Remark,Memo Type,Order No,Order Party Name,Salesperson,City,Zone
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,49DD4H9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.14-0.17-GH-VVS,SOLITAIRE,0.14-0.17,MAQ,GH,VVS,0.16,47898,0,0,7663.68,7663.68,0,0,0,0,0,0,7663.68,114.9552,0,7778.6352,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,62XR3U9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.14-0.17-EF-VS,SOLITAIRE,0.14-0.17,MAQ,EF,VS,0.16,47455,0,0,7592.8,7592.8,0,0,0,0,0,0,7592.8,113.892,0,7706.692,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,39XT2A6,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.10-0.13-GH-VVS,SOLITAIRE,0.10-0.13,MAQ,GH,VVS,0.13,42576,0,0,5534.88,5534.88,0,0,0,0,0,0,5534.88,83.0232,0,5617.9032,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,99DY9N2,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.30-0.38-H-VS2,SOLITAIRE,0.30-0.38,MAQ,H,VS2,0.32,53664,0,0,17172.48,17172.48,0,0,0,0,0,0,17172.48,257.5872,0,17430.0672,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,97XE9G9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.23-0.29-H-VS2,SOLITAIRE,0.23-0.29,MAQ,H,VS2,0.28,50781,0,0,14218.68,14218.68,0,0,0,0,0,0,14218.68,213.2802,0,14431.9602,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,49YF4H7,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.18-0.22-H-VS2,SOLITAIRE,0.18-0.22,MAQ,H,VS2,0.21,49672,0,0,10431.12,10431.12,0,0,0,0,0,0,10431.12,156.4668,0,10587.5868,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,94DR9P4,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.39-0.44-F-VVS2,SOLITAIRE,0.39-0.44,MAQ,F,VVS2,0.41,64086,0,0,26275.26,26275.26,0,0,0,0,0,0,26275.26,394.1289,0,26669.3889,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,99EX9U2,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.39-0.44-E-VS1,SOLITAIRE,0.39-0.44,MAQ,E,VS1,0.4,58764,0,0,23505.6,23505.6,0,0,0,0,0,0,23505.6,352.584,0,23858.184,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,94XR3P9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.39-0.44-E-VS1,SOLITAIRE,0.39-0.44,MAQ,E,VS1,0.4,58764,0,0,23505.6,23505.6,0,0,0,0,0,0,23505.6,352.584,0,23858.184,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,77DD2U2,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.39-0.44-F-VS2,SOLITAIRE,0.39-0.44,MAQ,F,VS2,0.4,55881,0,0,22352.4,22352.4,0,0,0,0,0,0,22352.4,335.286,0,22687.686,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,44JR9A6,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.30-0.38-D-VS1,SOLITAIRE,0.30-0.38,MAQ,D,VS1,0.38,63864,0,0,24268.32,24268.32,0,0,0,0,0,0,24268.32,364.0248,0,24632.3448,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,69KX9W6,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.30-0.38-D-VVS2,SOLITAIRE,0.30-0.38,MAQ,D,VVS2,0.37,62534,0,0,23137.58,23137.58,0,0,0,0,0,0,23137.58,347.0637,0,23484.6437,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,99XJ4W7,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.30-0.38-G-VS1,SOLITAIRE,0.30-0.38,MAQ,G,VS1,0.38,55216,0,0,20982.08,20982.08,0,0,0,0,0,0,20982.08,314.7312,0,21296.8112,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,24TT4A3,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.30-0.38-E-VS2,SOLITAIRE,0.30-0.38,MAQ,E,VS2,0.37,56768,0,0,21004.16,21004.16,0,0,0,0,0,0,21004.16,315.0624,0,21319.2224,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,33KE9H6,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.30-0.38-E-VVS2,SOLITAIRE,0.30-0.38,MAQ,E,VVS2,0.37,60538,0,0,22399.06,22399.06,0,0,0,0,0,0,22399.06,335.9859,0,22735.0459,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,37YT9P9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.30-0.38-F-VS2,SOLITAIRE,0.30-0.38,MAQ,F,VS2,0.36,55216,0,0,19877.76,19877.76,0,0,0,0,0,0,19877.76,298.1664,0,20175.9264,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,44DX2C9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.30-0.38-D-VS2,SOLITAIRE,0.30-0.38,MAQ,D,VS2,0.36,57433,0,0,20675.88,20675.88,0,0,0,0,0,0,20675.88,310.1382,0,20986.0182,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,39DF2A3,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.39-0.44-H-VS2,SOLITAIRE,0.39-0.44,MAQ,H,VS2,0.42,54087,0,0,22716.54,22716.54,0,0,0,0,0,0,22716.54,340.7481,0,23057.2881,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,99XK9U9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.30-0.38-D-VS1,SOLITAIRE,0.30-0.38,MAQ,D,VS1,0.33,59873,0,0,19758.09,19758.09,0,0,0,0,0,0,19758.09,296.37135,0,20054.46135,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,99JR9G4,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.39-0.44-H-VS2,SOLITAIRE,0.39-0.44,MAQ,H,VS2,0.42,54107,0,0,22724.94,22724.94,0,0,0,0,0,0,22724.94,340.8741,0,23065.8141,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,23YY9P4,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.30-0.38-F-VS2,SOLITAIRE,0.30-0.38,MAQ,F,VS2,0.32,55216,0,0,17669.12,17669.12,0,0,0,0,0,0,17669.12,265.0368,0,17934.1568,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,74KD4V7,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.30-0.38-E-VS1,SOLITAIRE,0.30-0.38,MAQ,E,VS1,0.32,57877,0,0,18520.64,18520.64,0,0,0,0,0,0,18520.64,277.8096,0,18798.4496,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,96YJ6V9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.30-0.38-G-VS1,SOLITAIRE,0.30-0.38,MAQ,G,VS1,0.32,55216,0,0,17669.12,17669.12,0,0,0,0,0,0,17669.12,265.0368,0,17934.1568,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,99FT9W9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.30-0.38-E-VS2,SOLITAIRE,0.30-0.38,MAQ,E,VS2,0.3,56768,0,0,17030.4,17030.4,0,0,0,0,0,0,17030.4,255.456,0,17285.856,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,69RX9N9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.30-0.38-E-VVS2,SOLITAIRE,0.30-0.38,MAQ,E,VVS2,0.3,60538,0,0,18161.4,18161.4,0,0,0,0,0,0,18161.4,272.421,0,18433.821,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,99TF7G4,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.23-0.29-H-VS2,SOLITAIRE,0.23-0.29,MAQ,H,VS2,0.26,50781,0,0,13203.06,13203.06,0,0,0,0,0,0,13203.06,198.0459,0,13401.1059,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,49KE3G7,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.23-0.29-D-VVS2,SOLITAIRE,0.23-0.29,MAQ,D,VVS2,0.24,58542,0,0,14050.08,14050.08,0,0,0,0,0,0,14050.08,210.7512,0,14260.8312,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,39DD2W9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.23-0.29-D-VS2,SOLITAIRE,0.23-0.29,MAQ,D,VS2,0.23,54772,0,0,12597.56,12597.56,0,0,0,0,0,0,12597.56,188.9634,0,12786.5234,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,92XT7A7,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.30-0.38-D-VVS2,SOLITAIRE,0.30-0.38,MAQ,D,VVS2,0.31,62534,0,0,19385.54,19385.54,0,0,0,0,0,0,19385.54,290.7831,0,19676.3231,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,66FK9C4,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.30-0.38-E-VVS2,SOLITAIRE,0.30-0.38,MAQ,E,VVS2,0.3,60538,0,0,18161.4,18161.4,0,0,0,0,0,0,18161.4,272.421,0,18433.821,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,94ER9G9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.23-0.29-F-VVS2,SOLITAIRE,0.23-0.29,MAQ,F,VVS2,0.27,54994,0,0,14848.38,14848.38,0,0,0,0,0,0,14848.38,222.7257,0,15071.1057,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,76DD9H9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.23-0.29-F-VVS2,SOLITAIRE,0.23-0.29,MAQ,F,VVS2,0.26,54994,0,0,14298.44,14298.44,0,0,0,0,0,0,14298.44,214.4766,0,14512.9166,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,97KJ9V9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.23-0.29-E-VS2,SOLITAIRE,0.23-0.29,MAQ,E,VS2,0.24,53442,0,0,12826.08,12826.08,0,0,0,0,0,0,12826.08,192.3912,0,13018.4712,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,49XD9V4,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.23-0.29-D-VS1,SOLITAIRE,0.23-0.29,MAQ,D,VS1,0.27,56546,0,0,15267.42,15267.42,0,0,0,0,0,0,15267.42,229.0113,0,15496.4313,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,99DT2H9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.23-0.29-D-VS1,SOLITAIRE,0.23-0.29,MAQ,D,VS1,0.26,56546,0,0,14701.96,14701.96,0,0,0,0,0,0,14701.96,220.5294,0,14922.4894,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,39YF6U9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.23-0.29-D-VVS2,SOLITAIRE,0.23-0.29,MAQ,D,VVS2,0.24,58542,0,0,14050.08,14050.08,0,0,0,0,0,0,14050.08,210.7512,0,14260.8312,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,49JK7C9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.23-0.29-F-VVS2,SOLITAIRE,0.23-0.29,MAQ,F,VVS2,0.23,54994,0,0,12648.62,12648.62,0,0,0,0,0,0,12648.62,189.7293,0,12838.3493,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,39EK6H4,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.30-0.38-F-VS1,SOLITAIRE,0.30-0.38,MAQ,F,VS1,0.32,56103,0,0,17952.96,17952.96,0,0,0,0,0,0,17952.96,269.2944,0,18222.2544,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,94TE9G9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.30-0.38-F-VS1,SOLITAIRE,0.30-0.38,MAQ,F,VS1,0.31,56103,0,0,17391.93,17391.93,0,0,0,0,0,0,17391.93,260.87895,0,17652.80895,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,99FK4W7,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.18-0.22-D-VS2,SOLITAIRE,0.18-0.22,MAQ,D,VS2,0.22,54107,0,0,11903.54,11903.54,0,0,0,0,0,0,11903.54,178.5531,0,12082.0931,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,34DD3W9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.18-0.22-F-VVS2,SOLITAIRE,0.18-0.22,MAQ,F,VVS2,0.21,54107,0,0,11362.47,11362.47,0,0,0,0,0,0,11362.47,170.43705,0,11532.90705,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,94TK9U9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.18-0.22-E-VVS2,SOLITAIRE,0.18-0.22,MAQ,E,VVS2,0.19,55659,0,0,10575.21,10575.21,0,0,0,0,0,0,10575.21,158.62815,0,10733.83815,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,26XR6A9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.18-0.22-E-VS2,SOLITAIRE,0.18-0.22,MAQ,E,VS2,0.19,52998,0,0,10069.62,10069.62,0,0,0,0,0,0,10069.62,151.0443,0,10220.6643,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,32KE3W9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.18-0.22-E-VS1,SOLITAIRE,0.18-0.22,MAQ,E,VS1,0.18,54107,0,0,9739.26,9739.26,0,0,0,0,0,0,9739.26,146.0889,0,9885.3489,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,44RX9A2,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.18-0.22-F-VVS2,SOLITAIRE,0.18-0.22,MAQ,F,VVS2,0.21,54107,0,0,11362.47,11362.47,0,0,0,0,0,0,11362.47,170.43705,0,11532.90705,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,69EX6C9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.18-0.22-E-VVS2,SOLITAIRE,0.18-0.22,MAQ,E,VVS2,0.19,55659,0,0,10575.21,10575.21,0,0,0,0,0,0,10575.21,158.62815,0,10733.83815,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,44DT7N7,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.18-0.22-F-VVS2,SOLITAIRE,0.18-0.22,MAQ,F,VVS2,0.18,54107,0,0,9739.26,9739.26,0,0,0,0,0,0,9739.26,146.0889,0,9885.3489,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,94TT2U9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.14-0.17-GH-VVS,SOLITAIRE,0.14-0.17,MAQ,GH,VVS,0.17,47898,0,0,8142.66,8142.66,0,0,0,0,0,0,8142.66,122.1399,0,8264.7999,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,44KD9V9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.23-0.29-E-VVS2,SOLITAIRE,0.23-0.29,MAQ,E,VVS2,0.23,56546,0,0,13005.58,13005.58,0,0,0,0,0,0,13005.58,195.0837,0,13200.6637,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,39YF7A2,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.18-0.22-F-VS1,SOLITAIRE,0.18-0.22,MAQ,F,VS1,0.21,53220,0,0,11176.2,11176.2,0,0,0,0,0,0,11176.2,167.643,0,11343.843,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,24TT9A9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.18-0.22-E-VVS2,SOLITAIRE,0.18-0.22,MAQ,E,VVS2,0.19,55659,0,0,10575.21,10575.21,0,0,0,0,0,0,10575.21,158.62815,0,10733.83815,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,96DD9C6,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.18-0.22-F-VVS2,SOLITAIRE,0.18-0.22,MAQ,F,VVS2,0.18,54107,0,0,9739.26,9739.26,0,0,0,0,0,0,9739.26,146.0889,0,9885.3489,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,39KE4A9,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.14-0.17-EF-VVS,SOLITAIRE,0.14-0.17,MAQ,EF,VVS,0.17,48785,0,0,8293.45,8293.45,0,0,0,0,0,0,8293.45,124.40175,0,8417.85175,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,39JR3C2,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.23-0.29-E-VVS2,SOLITAIRE,0.23-0.29,MAQ,E,VVS2,0.23,56546,0,0,13005.58,13005.58,0,0,0,0,0,0,13005.58,195.0837,0,13200.6637,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,94XX3G4,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.18-0.22-D-VVS2,SOLITAIRE,0.18-0.22,MAQ,D,VVS2,0.2,57433,0,0,11486.6,11486.6,0,0,0,0,0,0,11486.6,172.299,0,11658.899,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,42RF9A4,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.18-0.22-D-VS2,SOLITAIRE,0.18-0.22,MAQ,D,VS2,0.18,54107,0,0,9739.26,9739.26,0,0,0,0,0,0,9739.26,146.0889,0,9885.3489,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
WHS001,WHS001,INV,MEMO INVOICE,TCS SALES DSD,45819,DS0437/25-26,1,67DJ9P4,H.DIPAK & CO,H.DIPAK & CO,SOL-MAQ-0.14-0.17-EF-VVS,SOLITAIRE,0.14-0.17,MAQ,EF,VVS,0.17,48785,0,0,8293.45,8293.45,0,0,0,0,0,0,8293.45,124.40175,0,8417.85175,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
PJ172,PJ172,INV,MEMO INVOICE,TCS SALES DSD,45789,DS0210/25-26,1,72TE7C6,VD GLOBAL PVT. LTD.,VD GLOBAL PVT. LTD.,SOL-RND-0.30-0.38-E-VVS1,SOLITAIRE,0.30-0.38,RND,E,VVS1,0.3,144251,0,0,43275.3,43275.3,0,0,0,0,0,0,43275.3,649.1295,0,43924.4295,0,0,,Other,-,,JIGNESH MEHTA,MUMBAI,WEST
Grand Total,,,,,,,207,,,,,,,,,,90.12,45212062,0,0,38464174.59,38464174.59,0,7280,3569794.7,16890,0,0,34832690.1,522236.2275,24170,35354926.32,37519.793,0,,,,,,,
